sleep_hours,sleep_time_hour,meals_count,junk_food_count,stress_level,work_hours,exercise_minutes,water_intake,mood_score,screen_time_hrs,caffeine_cups,burnout_risk,stress_overload,sleep_deprived,poor_habits,skipping_meals,late_sleep,health_score
5.3,1,2,2,9,10.7,35.0,3.0,3,4.3,3,0,1,1,0,0,1,56.8
5.6,0,1,0,7,4.3,8.0,1.8,9,4.2,5,0,0,1,1,1,1,69.3
6.6,23,2,2,7,7.7,0.0,1.3,5,4.3,3,0,0,0,0,0,0,68.3
6.7,2,3,1,1,7.9,55.0,1.8,2,6.6,1,0,0,0,0,0,1,93.4
7.2,0,1,2,2,10.0,39.0,2.4,10,6.0,1,0,0,0,1,1,1,82.0
9.2,3,3,1,4,10.0,67.0,2.2,6,6.1,3,0,0,0,0,0,1,96.0
5.9,0,4,1,4,6.6,45.0,2.5,8,5.4,4,0,0,1,0,0,1,89.4
5.0,22,1,0,3,7.5,0.0,0.9,6,7.1,2,0,0,1,1,1,0,66.1
4.1,1,3,1,7,9.6,30.0,2.5,4,8.1,2,0,0,1,0,0,1,72.6
5.1,23,2,0,8,6.5,6.0,1.7,6,7.2,1,0,0,1,0,0,0,67.4
6.2,1,3,0,2,11.5,0.0,1.9,8,5.6,3,0,0,0,0,0,1,87.3
8.9,22,2,5,4,10.0,18.0,2.6,8,3.6,3,0,0,0,1,0,0,72.0
5.4,22,2,1,3,8.9,50.0,2.3,10,2.0,5,0,0,1,0,0,0,81.4
6.5,2,2,2,2,9.5,34.0,2.0,2,5.9,1,0,0,0,0,0,1,84.0
6.2,23,1,4,6,7.3,0.0,0.4,8,2.0,3,0,0,0,1,1,0,52.3
8.0,2,2,5,4,6.9,17.0,1.8,6,5.6,2,0,0,0,1,0,1,71.0
10.0,23,3,2,6,7.4,25.0,1.3,2,8.8,2,0,0,0,0,0,0,85.0
5.4,0,4,3,2,9.7,0.0,2.3,1,3.7,3,0,0,1,1,0,1,70.9
5.5,1,3,1,4,9.0,44.0,2.5,6,3.4,1,0,0,1,0,0,1,87.0
7.8,0,3,1,6,7.4,23.0,1.6,7,7.3,1,0,0,0,0,0,1,89.6
7.2,23,1,1,5,10.4,0.0,1.3,10,1.0,3,0,0,0,1,1,0,75.7
9.0,23,2,2,3,8.1,0.0,2.9,5,6.8,2,0,0,0,0,0,0,79.5
7.1,21,2,2,8,6.8,52.0,1.4,10,8.9,0,0,0,0,0,0,0,75.6
5.7,23,2,1,7,9.1,20.0,1.0,8,4.3,2,0,0,1,1,0,0,70.7
7.1,1,3,0,3,6.0,54.0,1.2,9,3.9,2,0,0,0,0,0,1,96.8
7.9,3,3,2,6,4.3,63.0,1.4,4,7.2,4,0,0,0,0,0,1,86.6
7.4,2,2,0,4,8.5,50.0,1.2,7,3.7,1,0,0,0,0,0,1,91.8
7.0,1,2,2,5,6.9,16.0,2.4,8,7.6,3,0,0,0,0,0,1,83.5
7.8,1,3,2,5,7.9,0.0,0.3,6,3.8,1,0,0,0,1,0,1,77.7
8.0,1,3,3,7,6.1,35.0,1.2,2,9.5,1,0,0,0,1,0,1,78.8
8.3,23,2,3,5,11.5,74.0,1.8,7,7.3,1,0,0,0,1,0,0,82.2
7.2,2,4,4,3,6.8,27.0,1.9,9,6.1,4,0,0,0,1,0,1,82.8
5.9,1,4,2,10,7.4,0.0,3.0,5,9.4,1,0,0,1,0,0,1,62.9
6.4,0,2,3,5,9.4,13.0,2.9,2,8.1,3,0,0,0,1,0,1,75.2
8.0,22,2,2,7,5.1,24.0,0.7,4,6.7,2,0,0,0,1,0,0,74.3
5.0,23,3,0,5,4.9,4.0,0.5,3,2.3,5,0,0,1,1,0,0,75.5
6.8,0,4,0,5,9.5,0.0,1.8,4,4.6,3,0,0,0,0,0,1,90.5
5.6,2,4,1,9,7.4,26.0,1.3,10,8.2,3,0,0,1,0,0,1,71.8
6.2,0,1,1,3,6.2,11.0,1.0,7,3.4,4,0,0,0,1,1,1,72.4
8.1,23,2,2,6,10.0,67.0,1.8,10,4.5,2,0,0,0,0,0,0,83.2
6.5,3,3,3,1,6.5,30.0,2.0,8,4.0,3,0,0,0,1,0,1,85.0
6.3,22,3,0,10,7.8,38.0,1.2,1,6.8,1,0,1,0,0,0,0,69.6
4.2,23,2,0,5,6.3,25.0,1.4,8,7.9,0,0,0,1,0,0,0,74.6
7.3,21,4,5,8,9.3,30.0,1.3,5,7.9,2,0,0,0,1,0,0,68.2
7.2,1,3,0,5,11.8,0.0,1.5,7,4.3,2,0,0,0,0,0,1,90.5
9.4,2,3,2,9,3.8,5.0,2.2,1,6.8,2,0,0,0,0,0,1,73.8
5.7,23,4,2,6,8.8,52.0,1.0,2,4.2,2,0,0,1,1,0,0,77.2
6.5,2,3,2,8,10.6,33.0,1.4,1,5.6,2,0,0,0,0,0,1,77.6
6.6,23,2,0,10,7.4,19.0,1.5,5,7.0,2,0,0,0,0,0,0,72.8
8.6,2,3,0,8,5.7,39.0,1.8,6,8.1,0,0,0,0,0,0,1,90.2
6.1,1,2,0,3,9.6,39.0,2.0,10,1.7,5,0,0,0,0,0,1,89.6
6.6,2,3,2,7,11.0,72.0,3.2,9,6.2,4,0,0,0,0,0,1,83.6
7.1,21,2,2,7,10.7,32.0,2.2,8,8.8,4,0,0,0,0,0,0,81.0
6.5,3,3,1,10,9.4,5.0,2.2,7,6.5,2,0,0,0,0,0,1,71.8
5.5,1,2,2,6,8.7,25.0,1.6,5,6.2,2,0,0,1,0,0,1,72.2
6.5,23,1,3,7,6.3,41.0,1.1,3,4.9,5,0,0,0,1,1,0,65.4
7.8,2,2,0,2,10.7,50.0,1.4,9,8.8,4,0,0,0,0,0,1,92.6
4.7,23,1,2,9,10.5,0.0,1.3,5,5.0,3,1,0,1,1,1,0,33.9
6.4,2,3,2,10,5.7,34.0,2.1,3,5.8,2,0,1,0,0,0,1,65.4
5.1,22,3,1,10,9.4,8.0,0.6,3,5.1,2,0,1,1,1,0,0,50.5
8.0,1,3,1,1,10.1,16.0,2.2,3,6.2,3,0,0,0,0,0,1,92.5
3.9,0,2,2,1,10.7,47.0,1.7,6,8.9,1,0,0,1,0,0,1,67.2
5.4,22,1,4,3,8.3,44.0,2.3,1,4.2,2,0,0,1,1,1,0,64.4
6.8,23,1,3,3,6.4,13.0,1.3,4,6.2,3,0,0,0,1,1,0,69.8
8.5,21,2,2,1,7.2,25.0,1.2,8,6.8,3,0,0,0,0,0,0,82.6
6.1,0,4,3,7,6.0,16.0,1.5,3,4.4,2,0,0,0,1,0,1,71.1
5.4,23,2,1,4,8.4,92.0,1.5,5,5.9,2,0,0,1,0,0,0,79.4
9.0,0,2,2,10,7.9,34.0,2.4,2,9.7,5,0,0,0,0,0,1,72.0
4.0,23,1,2,2,13.9,10.0,2.4,2,2.5,2,0,0,1,1,1,0,59.0
2.9,23,2,0,10,10.7,57.0,3.1,7,5.2,3,0,0,1,0,0,0,55.4
6.9,1,3,3,5,10.9,58.0,1.5,10,6.5,3,0,0,0,1,0,1,85.4
5.4,21,3,2,6,9.7,67.0,0.3,3,5.2,3,0,0,1,1,0,0,72.6
4.7,2,2,1,9,7.6,74.0,1.5,5,11.8,3,0,0,1,0,0,1,63.2
7.3,2,1,4,4,7.8,44.0,2.0,3,7.1,2,0,0,0,1,1,1,74.0
6.6,1,2,0,2,8.0,20.0,2.3,6,3.9,2,0,0,0,0,0,1,90.1
5.4,0,2,1,5,9.0,24.0,2.0,10,1.3,2,0,0,1,0,0,1,79.9
4.3,2,2,0,3,9.5,22.0,1.5,3,6.7,0,0,0,1,0,0,1,74.8
7.5,22,4,3,2,8.5,19.0,3.0,8,4.5,1,0,0,0,1,0,0,85.2
7.2,22,3,3,1,7.8,55.0,1.1,2,8.6,1,0,0,0,1,0,0,84.4
6.1,23,3,1,10,7.0,28.0,1.6,3,5.5,4,0,1,0,0,0,0,65.5
9.0,1,2,2,2,5.0,49.0,1.0,8,4.9,1,0,0,0,1,0,1,83.0
4.6,21,2,1,6,11.7,43.0,1.8,8,4.8,1,0,0,1,0,0,0,72.8
3.9,0,3,3,8,14.0,4.0,2.9,1,8.0,1,1,1,1,1,0,1,33.9
5.2,3,3,2,3,11.5,0.0,1.7,8,6.8,3,0,0,1,0,0,1,72.5
6.1,2,3,1,9,5.4,1.0,1.7,10,9.5,0,0,0,0,0,0,1,70.1
6.6,0,2,4,9,10.5,19.0,0.6,2,5.6,2,0,0,0,1,0,1,56.2
5.8,22,3,1,2,11.1,31.0,1.6,7,7.7,1,0,0,1,0,0,0,87.2
6.7,2,2,0,8,7.5,14.0,2.6,6,7.8,3,0,0,0,0,0,1,80.2
4.3,0,4,2,10,9.7,43.0,1.6,2,7.3,5,0,1,1,0,0,1,51.2
8.4,22,3,5,5,7.4,16.0,1.6,5,5.0,5,0,0,0,1,0,0,74.9
6.1,22,3,1,4,12.3,34.0,2.6,7,6.9,2,0,0,0,0,0,0,90.6
7.9,2,1,0,10,9.4,31.0,1.6,8,5.8,2,0,0,0,1,1,1,73.4
6.7,1,3,1,5,6.2,66.0,2.7,3,5.8,2,0,0,0,0,0,1,94.2
6.9,2,1,2,4,10.2,7.0,0.9,1,4.4,2,0,0,0,1,1,1,71.2
7.1,2,2,0,8,11.1,77.0,2.3,7,1.8,2,0,0,0,0,0,1,86.0
6.9,0,1,2,4,9.0,15.0,3.0,5,8.5,0,0,0,0,1,1,1,77.6
7.2,0,3,5,10,9.7,0.0,2.5,5,6.9,3,0,0,0,1,0,1,57.5
8.2,23,2,2,6,8.3,23.0,0.5,7,3.3,1,0,0,0,1,0,0,76.2
6.5,23,2,1,2,5.7,99.0,1.4,1,7.4,2,0,0,0,0,0,0,85.6
7.3,23,4,1,5,8.1,48.0,1.6,8,8.5,2,0,0,0,0,0,0,94.4
6.1,1,2,0,6,9.8,41.0,2.5,10,7.6,2,0,0,0,0,0,1,86.6
8.4,0,3,4,5,8.2,45.0,0.9,5,4.2,3,0,0,0,1,0,1,79.6
5.2,2,2,1,2,10.5,11.0,1.1,8,4.5,3,0,0,1,1,0,1,71.9
8.9,23,1,1,7,7.5,35.0,0.7,10,4.9,3,0,0,0,1,1,0,74.8
6.1,0,3,2,4,7.7,28.0,1.2,10,7.7,2,0,0,0,0,0,1,82.9
4.1,0,1,1,8,10.6,68.0,0.9,5,7.0,0,0,0,1,1,1,1,55.2
6.4,0,3,2,7,9.1,26.0,2.9,7,11.6,2,0,0,0,0,0,1,81.4
5.2,1,3,0,7,7.5,20.0,1.3,10,2.7,5,0,0,1,0,0,1,77.9
7.5,23,3,3,9,11.1,2.0,2.3,3,5.9,5,0,0,0,1,0,0,69.0
5.2,0,3,4,1,6.8,31.0,1.8,2,2.1,3,0,0,1,1,0,1,72.4
5.5,22,2,2,10,6.7,34.0,1.8,6,7.2,1,0,0,1,0,0,0,62.2
3.4,23,1,5,6,2.0,2.0,1.4,5,8.1,1,0,0,1,1,1,0,36.0
5.5,0,3,0,6,7.1,38.0,2.3,9,8.9,2,0,0,1,0,0,1,88.0
2.6,1,3,2,6,11.8,33.0,1.9,10,6.4,4,0,0,1,0,0,1,62.2
3.8,3,3,2,6,3.3,50.0,1.9,4,2.2,3,0,0,1,0,0,1,69.4
7.3,0,3,2,10,6.1,55.0,1.4,3,5.9,4,0,0,0,0,0,1,74.6
7.4,1,3,1,7,9.6,30.0,1.5,9,6.9,2,0,0,0,0,0,1,88.0
6.8,0,3,1,10,2.9,5.0,2.2,8,4.0,1,0,0,0,0,0,1,73.6
4.7,0,2,0,6,7.2,10.0,2.0,6,5.5,1,0,0,1,0,0,1,73.2
6.1,22,3,1,1,11.4,67.0,1.9,1,3.4,0,0,0,0,0,0,0,90.2
6.2,23,3,0,3,13.6,32.0,1.3,10,4.8,2,0,0,0,0,0,0,92.4
4.5,23,2,3,2,9.2,66.0,3.2,1,7.8,1,0,0,1,1,0,0,68.0
8.5,0,4,1,6,6.2,39.0,1.5,6,7.4,3,0,0,0,0,0,1,91.0
7.5,21,4,0,8,6.1,45.0,1.8,3,3.2,3,0,0,0,0,0,0,90.2
5.9,22,3,2,3,8.9,49.0,1.7,3,4.6,1,0,0,1,0,0,0,84.2
6.2,23,1,2,10,9.2,1.0,3.2,6,6.1,1,0,0,0,1,1,0,55.0
6.5,3,2,4,8,13.1,35.0,1.6,3,6.5,1,0,0,0,1,0,1,65.4
3.1,23,3,2,8,10.9,1.0,1.5,10,4.7,3,1,0,1,0,0,0,38.3
5.8,0,4,1,5,8.7,22.0,1.9,6,7.0,2,0,0,1,0,0,1,86.4
5.2,22,2,3,8,7.7,42.0,1.3,5,5.9,1,0,0,1,1,0,0,60.4
4.7,0,1,2,6,16.0,5.0,1.9,4,1.0,4,0,0,1,1,1,1,58.6
5.8,23,4,0,5,10.1,40.0,3.5,8,4.9,2,0,0,1,0,0,0,92.8
8.9,23,2,2,9,6.8,0.0,2.0,2,4.8,2,0,0,0,0,0,0,67.5
7.2,0,3,4,7,7.9,53.0,2.0,7,7.4,3,0,0,0,1,0,1,78.0
5.3,21,4,1,8,6.3,13.0,1.3,4,7.4,3,0,1,1,0,0,0,61.8
7.1,21,1,1,1,2.5,5.0,3.0,2,2.7,3,0,0,0,1,1,0,79.8
